\estQuantile: 0.9, Error percentile: 0, traceSize: 10000
estQuantile: 0.868, Error percentile: 0.032, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.928747, Error percentile: 0.0287469, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.968976, Error percentile: 0.0689759, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.998789, Error percentile: 0.0987886, traceSize: 160000
estQuantile: 0.861244, Error percentile: 0.038756, traceSize: 160000
estQuantile: 0.981548, Error percentile: 0.0815476, traceSize: 160000
estQuantile: 0.950978, Error percentile: 0.0509782, traceSize: 160000
estQuantile: 0.9, Error percentile: 0, traceSize: 160000
estQuantile: 0.972122, Error percentile: 0.0721218, traceSize: 160000
estQuantile: 0.94564, Error percentile: 0.0456405, traceSize: 170000
estQuantile: 0.926917, Error percentile: 0.0269171, traceSize: 170000
estQuantile: 0.9, Error percentile: 0, traceSize: 170000
estQuantile: 0.88657, Error percentile: 0.0134303, traceSize: 170000
estQuantile: 0.935207, Error percentile: 0.0352072, traceSize: 170000
estQuantile: 0.919704, Error percentile: 0.0197043, traceSize: 170000
estQuantile: 0.9, Error percentile: 0, traceSize: 170000
estQuantile: 0.9, Error percentile: 0, traceSize: 170000
estQuantile: 0.9, Error percentile: 0, traceSize: 170000
estQuantile: 0.9, Error percentile: 0, traceSize: 170000
estQuantile: 0.9, Error percentile: 0, traceSize: 170000
estQuantile: 0.936362, Error percentile: 0.0363623, traceSize: 170000
estQuantile: 0.9, Error percentile: 0, traceSize: 170000
estQuantile: 0.9, Error percentile: 0, traceSize: 170000
estQuantile: 0.887169, Error percentile: 0.0128308, traceSize: 170000
estQuantile: 0.868038, Error percentile: 0.0319623, traceSize: 170000
estQuantile: 0.9, Error percentile: 0, traceSize: 170000
estQuantile: 0.9, Error percentile: 0, traceSize: 170000
estQuantile: 0.928747, Error percentile: 0.0287469, traceSize: 170000
estQuantile: 0.9, Error percentile: 0, traceSize: 170000
estQuantile: 0.9, Error percentile: 0, traceSize: 170000
estQuantile: 0.968976, Error percentile: 0.0689759, traceSize: 170000
estQuantile: 0.9, Error percentile: 0, traceSize: 170000
estQuantile: 0.9, Error percentile: 0, traceSize: 170000
estQuantile: 0.986461, Error percentile: 0.0864613, traceSize: 170000
estQuantile: 0.86087, Error percentile: 0.0391304, traceSize: 170000
estQuantile: 0.985288, Error percentile: 0.0852878, traceSize: 170000
estQuantile: 0.928941, Error percentile: 0.0289409, traceSize: 170000
estQuantile: 0.9, Error percentile: 0, traceSize: 170000
estQuantile: 0.8676, Error percentile: 0.0324004, traceSize: 170000
estQuantile: 0.972122, Error percentile: 0.0721218, traceSize: 170000
estQuantile: 0.946161, Error percentile: 0.046161, traceSize: 180000
estQuantile: 0.924235, Error percentile: 0.0242348, traceSize: 180000
estQuantile: 0.9, Error percentile: 0, traceSize: 180000
estQuantile: 0.88657, Error percentile: 0.0134303, traceSize: 180000
estQuantile: 0.885035, Error percentile: 0.0149649, traceSize: 180000
estQuantile: 0.906636, Error percentile: 0.00663589, traceSize: 180000
estQuantile: 0.9, Error percentile: 0, traceSize: 180000
estQuantile: 0.9, Error percentile: 0, traceSize: 180000
estQuantile: 0.9, Error percentile: 0, traceSize: 180000
estQuantile: 0.9, Error percentile: 0, traceSize: 180000
estQuantile: 0.9, Error percentile: 0, traceSize: 180000
estQuantile: 0.931323, Error percentile: 0.0313226, traceSize: 180000
estQuantile: 0.9, Error percentile: 0, traceSize: 180000
estQuantile: 0.833333, Error percentile: 0.0666667, traceSize: 180000
estQuantile: 0.863033, Error percentile: 0.036967, traceSize: 180000
estQuantile: 0.957784, Error percentile: 0.0577836, traceSize: 180000
estQuantile: 0.883974, Error percentile: 0.0160259, traceSize: 180000
estQuantile: 0.928747, Error percentile: 0.0287469, traceSize: 180000
estQuantile: 0.9, Error percentile: 0, traceSize: 180000
estQuantile: 0.9, Error percentile: 0, traceSize: 180000
estQuantile: 0.968675, Error percentile: 0.0686747, traceSize: 180000
estQuantile: 0.945745, Error percentile: 0.0457447, traceSize: 180000
estQuantile: 0.9, Error percentile: 0, traceSize: 180000
estQuantile: 0.9, Error percentile: 0, traceSize: 180000
estQuantile: 0.980909, Error percentile: 0.0809094, traceSize: 180000
estQuantile: 0.862306, Error percentile: 0.0376936, traceSize: 180000
estQuantile: 0.967589, Error percentile: 0.0675892, traceSize: 180000
estQuantile: 0.928941, Error percentile: 0.0289409, traceSize: 180000
estQuantile: 0.910582, Error percentile: 0.0105823, traceSize: 180000
estQuantile: 0.925631, Error percentile: 0.0256314, traceSize: 180000
estQuantile: 0.972122, Error percentile: 0.0721218, traceSize: 180000
estQuantile: 0.941151, Error percentile: 0.0411512, traceSize: 190000
estQuantile: 0.91855, Error percentile: 0.0185499, traceSize: 190000
estQuantile: 0.9, Error percentile: 0, traceSize: 190000
estQuantile: 0.886057, Error percentile: 0.0139427, traceSize: 190000
estQuantile: 0.914547, Error percentile: 0.0145473, traceSize: 190000
estQuantile: 0.924312, Error percentile: 0.0243124, traceSize: 190000
estQuantile: 0.9, Error percentile: 0, traceSize: 190000
estQuantile: 0.9, Error percentile: 0, traceSize: 190000
estQuantile: 0.9, Error percentile: 0, traceSize: 190000
estQuantile: 0.9, Error percentile: 0, traceSize: 190000
estQuantile: 0.886719, Error percentile: 0.0132813, traceSize: 190000
estQuantile: 0.927343, Error percentile: 0.0273428, traceSize: 190000
estQuantile: 0.9, Error percentile: 0, traceSize: 190000
estQuantile: 0.830727, Error percentile: 0.0692726, traceSize: 190000
estQuantile: 0.863188, Error percentile: 0.0368124, traceSize: 190000
estQuantile: 0.960889, Error percentile: 0.0608889, traceSize: 190000
estQuantile: 0.868005, Error percentile: 0.0319954, traceSize: 190000
estQuantile: 0.928834, Error percentile: 0.0288344, traceSize: 190000
estQuantile: 0.9, Error percentile: 0, traceSize: 190000
estQuantile: 0.9, Error percentile: 0, traceSize: 190000
estQuantile: 0.968675, Error percentile: 0.0686747, traceSize: 190000
estQuantile: 0.950701, Error percentile: 0.0507008, traceSize: 190000
estQuantile: 0.9, Error percentile: 0, traceSize: 190000
estQuantile: 0.9, Error percentile: 0, traceSize: 190000
estQuantile: 0.941489, Error percentile: 0.0414894, traceSize: 190000
estQuantile: 0.860211, Error percentile: 0.0397895, traceSize: 190000
estQuantile: 0.916491, Error percentile: 0.0164914, traceSize: 190000
estQuantile: 0.928957, Error percentile: 0.0289568, traceSize: 190000
estQuantile: 0.910582, Error percentile: 0.0105823, traceSize: 190000
estQuantile: 0.925631, Error percentile: 0.0256314, traceSize: 190000
estQuantile: 0.972179, Error percentile: 0.0721793, traceSize: 190000
estQuantile: 0.94217, Error percentile: 0.0421697, traceSize: 200000
estQuantile: 0.981464, Error percentile: 0.0814639, traceSize: 200000
estQuantile: 0.929528, Error percentile: 0.0295276, traceSize: 200000
estQuantile: 0.9, Error percentile: 0, traceSize: 200000
estQuantile: 0.886129, Error percentile: 0.0138708, traceSize: 200000
estQuantile: 0.887856, Error percentile: 0.0121439, traceSize: 200000
estQuantile: 0.961343, Error percentile: 0.0613432, traceSize: 200000
estQuantile: 0.924511, Error percentile: 0.0245105, traceSize: 200000
estQuantile: 0.9, Error percentile: 0, traceSize: 200000
estQuantile: 0.9, Error percentile: 0, traceSize: 200000
estQuantile: 0.9, Error percentile: 0, traceSize: 200000
estQuantile: 0.9, Error percentile: 0, traceSize: 200000
estQuantile: 0.892697, Error percentile: 0.00730253, traceSize: 200000
estQuantile: 0.927853, Error percentile: 0.0278533, traceSize: 200000
estQuantile: 0.9, Error percentile: 0, traceSize: 200000
estQuantile: 0.831529, Error percentile: 0.0684709, traceSize: 200000
estQuantile: 0.863991, Error percentile: 0.0360089, traceSize: 200000
estQuantile: 0.964179, Error percentile: 0.0641791, traceSize: 200000
estQuantile: 0.880897, Error percentile: 0.0191034, traceSize: 200000
estQuantile: 0.928105, Error percentile: 0.0281046, traceSize: 200000
estQuantile: 0.9, Error percentile: 0, traceSize: 200000
estQuantile: 0.9, Error percentile: 0, traceSize: 200000
estQuantile: 0.968675, Error percentile: 0.0686747, traceSize: 200000
estQuantile: 0.917252, Error percentile: 0.0172521, traceSize: 200000
estQuantile: 0.9, Error percentile: 0, traceSize: 200000
estQuantile: 0.9, Error percentile: 0, traceSize: 200000
estQuantile: 0.935303, Error percentile: 0.0353027, traceSize: 200000
estQuantile: 0.860211, Error percentile: 0.0397895, traceSize: 200000
estQuantile: 0.921224, Error percentile: 0.0212241, traceSize: 200000
estQuantile: 0.929385, Error percentile: 0.0293855, traceSize: 200000
estQuantile: 0.908949, Error percentile: 0.00894881, traceSize: 200000
estQuantile: 0.910582, Error percentile: 0.0105823, traceSize: 200000
estQuantile: 0.925631, Error percentile: 0.0256314, traceSize: 200000
estQuantile: 0.932197, Error percentile: 0.0321967, traceSize: 210000
estQuantile: 0.980445, Error percentile: 0.0804448, traceSize: 210000
estQuantile: 0.918558, Error percentile: 0.0185577, traceSize: 210000
estQuantile: 0.9, Error percentile: 0, traceSize: 210000
estQuantile: 0.886177, Error percentile: 0.0138228, traceSize: 210000
estQuantile: 0.916865, Error percentile: 0.0168652, traceSize: 210000
estQuantile: 0.961479, Error percentile: 0.0614786, traceSize: 210000
estQuantile: 0.924558, Error percentile: 0.0245579, traceSize: 210000
estQuantile: 0.9, Error percentile: 0, traceSize: 210000
estQuantile: 0.9, Error percentile: 0, traceSize: 210000
estQuantile: 0.9, Error percentile: 0, traceSize: 210000
estQuantile: 0.9, Error percentile: 0, traceSize: 210000
estQuantile: 0.887914, Error percentile: 0.0120864, traceSize: 210000
estQuantile: 0.919709, Error percentile: 0.019709, traceSize: 210000
estQuantile: 0.831529, Error percentile: 0.0684709, traceSize: 210000
estQuantile: 0.864105, Error percentile: 0.0358953, traceSize: 210000
estQuantile: 0.945803, Error percentile: 0.0458029, traceSize: 210000
estQuantile: 0.870122, Error percentile: 0.0298776, traceSize: 210000
estQuantile: 0.927814, Error percentile: 0.027814, traceSize: 210000
estQuantile: 0.894689, Error percentile: 0.00531053, traceSize: 210000
estQuantile: 0.9, Error percentile: 0, traceSize: 210000
estQuantile: 0.9, Error percentile: 0, traceSize: 210000
estQuantile: 0.968675, Error percentile: 0.0686747, traceSize: 210000
estQuantile: 0.917925, Error percentile: 0.0179249, traceSize: 210000
estQuantile: 0.9, Error percentile: 0, traceSize: 210000
estQuantile: 0.9, Error percentile: 0, traceSize: 210000
estQuantile: 0.929284, Error percentile: 0.0292839, traceSize: 210000
estQuantile: 0.860211, Error percentile: 0.0397895, traceSize: 210000
estQuantile: 0.92152, Error percentile: 0.0215197, traceSize: 210000
estQuantile: 0.929449, Error percentile: 0.0294485, traceSize: 210000
estQuantile: 0.947205, Error percentile: 0.047205, traceSize: 210000
estQuantile: 0.910631, Error percentile: 0.0106306, traceSize: 210000
estQuantile: 0.914568, Error percentile: 0.0145683, traceSize: 210000
estQuantile: 0.93302, Error percentile: 0.03302, traceSize: 220000
estQuantile: 0.983436, Error percentile: 0.0834362, traceSize: 220000
estQuantile: 0.930148, Error percentile: 0.030148, traceSize: 220000
estQuantile: 0.9, Error percentile: 0, traceSize: 220000
estQuantile: 0.886177, Error percentile: 0.0138228, traceSize: 220000
estQuantile: 0.923657, Error percentile: 0.0236567, traceSize: 220000
estQuantile: 0.961672, Error percentile: 0.0616725, traceSize: 220000
estQuantile: 0.896696, Error percentile: 0.00330406, traceSize: 220000
estQuantile: 0.9, Error percentile: 0, traceSize: 220000
estQuantile: 0.9, Error percentile: 0, traceSize: 220000
estQuantile: 0.9, Error percentile: 0, traceSize: 220000
estQuantile: 0.9, Error percentile: 0, traceSize: 220000
estQuantile: 0.887951, Error percentile: 0.0120486, traceSize: 220000
estQuantile: 0.919817, Error percentile: 0.019817, traceSize: 220000
estQuantile: 0.8317, Error percentile: 0.0683001, traceSize: 220000
estQuantile: 0.864407, Error percentile: 0.0355932, traceSize: 220000
estQuantile: 0.945803, Error percentile: 0.0458029, traceSize: 220000
estQuantile: 0.873427, Error percentile: 0.0265734, traceSize: 220000
estQuantile: 0.9, Error percentile: 0, traceSize: 220000
estQuantile: 0.9, Error percentile: 0, traceSize: 220000
estQuantile: 0.9, Error percentile: 0, traceSize: 220000
estQuantile: 0.9, Error percentile: 0, traceSize: 220000
estQuantile: 0.968703, Error percentile: 0.068703, traceSize: 220000
estQuantile: 0.918052, Error percentile: 0.0180518, traceSize: 220000
estQuantile: 0.9, Error percentile: 0, traceSize: 220000
estQuantile: 0.9, Error percentile: 0, traceSize: 220000
estQuantile: 0.925712, Error percentile: 0.0257123, traceSize: 220000
estQuantile: 0.893419, Error percentile: 0.00658106, traceSize: 220000
estQuantile: 0.92152, Error percentile: 0.0215197, traceSize: 220000
estQuantile: 0.929527, Error percentile: 0.0295272, traceSize: 220000
estQuantile: 0.953103, Error percentile: 0.0531034, traceSize: 220000
estQuantile: 0.910631, Error percentile: 0.0106306, traceSize: 220000
estQuantile: 0.914875, Error percentile: 0.0148746, traceSize: 220000
estQuantile: 0.936596, Error percentile: 0.0365962, traceSize: 230000
estQuantile: 0.865895, Error percentile: 0.0341047, traceSize: 230000
estQuantile: 0.93022, Error percentile: 0.0302205, traceSize: 230000
estQuantile: 0.9, Error percentile: 0, traceSize: 230000
estQuantile: 0.880707, Error percentile: 0.0192931, traceSize: 230000
estQuantile: 0.89989, Error percentile: 0.000110497, traceSize: 230000
estQuantile: 0.962054, Error percentile: 0.0620544, traceSize: 230000
estQuantile: 0.896728, Error percentile: 0.00327166, traceSize: 230000
estQuantile: 0.9, Error percentile: 0, traceSize: 230000
estQuantile: 0.9, Error percentile: 0, traceSize: 230000
estQuantile: 0.9, Error percentile: 0, traceSize: 230000
estQuantile: 0.9, Error percentile: 0, traceSize: 230000
estQuantile: 0.887951, Error percentile: 0.0120486, traceSize: 230000
estQuantile: 0.919936, Error percentile: 0.0199355, traceSize: 230000
estQuantile: 0.831984, Error percentile: 0.0680162, traceSize: 230000
estQuantile: 0.865897, Error percentile: 0.0341028, traceSize: 230000
estQuantile: 0.948305, Error percentile: 0.0483049, traceSize: 230000
estQuantile: 0.874288, Error percentile: 0.0257119, traceSize: 230000
estQuantile: 0.9, Error percentile: 0, traceSize: 230000
estQuantile: 0.9, Error percentile: 0, traceSize: 230000
estQuantile: 0.9, Error percentile: 0, traceSize: 230000
estQuantile: 0.9, Error percentile: 0, traceSize: 230000
estQuantile: 0.968703, Error percentile: 0.068703, traceSize: 230000
estQuantile: 0.918052, Error percentile: 0.0180518, traceSize: 230000
estQuantile: 0.9, Error percentile: 0, traceSize: 230000
estQuantile: 0.9, Error percentile: 0, traceSize: 230000
estQuantile: 0.92575, Error percentile: 0.0257501, traceSize: 230000
estQuantile: 0.9, Error percentile: 0, traceSize: 230000
estQuantile: 0.92152, Error percentile: 0.0215197, traceSize: 230000
estQuantile: 0.92959, Error percentile: 0.02959, traceSize: 230000
estQuantile: 0.925518, Error percentile: 0.0255176, traceSize: 230000
estQuantile: 0.910631, Error percentile: 0.0106306, traceSize: 230000
estQuantile: 0.9, Error percentile: 0, traceSize: 240000
estQuantile: 0.936667, Error percentile: 0.0366667, traceSize: 240000
estQuantile: 0.881298, Error percentile: 0.0187018, traceSize: 240000
estQuantile: 0.929884, Error percentile: 0.0298836, traceSize: 240000
estQuantile: 0.9, Error percentile: 0, traceSize: 240000
estQuantile: 0.880782, Error percentile: 0.0192178, traceSize: 240000
estQuantile: 0.902303, Error percentile: 0.00230342, traceSize: 240000
estQuantile: 0.962372, Error percentile: 0.0623717, traceSize: 240000
estQuantile: 0.896804, Error percentile: 0.00319616, traceSize: 240000
estQuantile: 0.9, Error percentile: 0, traceSize: 240000
estQuantile: 0.9, Error percentile: 0, traceSize: 240000
estQuantile: 0.9, Error percentile: 0, traceSize: 240000
estQuantile: 0.9, Error percentile: 0, traceSize: 240000
estQuantile: 0.887951, Error percentile: 0.0120486, traceSize: 240000
estQuantile: 0.919979, Error percentile: 0.0199785, traceSize: 240000
estQuantile: 0.833889, Error percentile: 0.0661107, traceSize: 240000
estQuantile: 0.866044, Error percentile: 0.0339555, traceSize: 240000
estQuantile: 0.948305, Error percentile: 0.0483049, traceSize: 240000
estQuantile: 0.87434, Error percentile: 0.0256595, traceSize: 240000
estQuantile: 0.9, Error percentile: 0, traceSize: 240000
estQuantile: 0.9, Error percentile: 0, traceSize: 240000
estQuantile: 0.9, Error percentile: 0, traceSize: 240000
estQuantile: 0.9, Error percentile: 0, traceSize: 240000
estQuantile: 0.968703, Error percentile: 0.068703, traceSize: 240000
estQuantile: 0.918052, Error percentile: 0.0180518, traceSize: 240000
estQuantile: 0.9, Error percentile: 0, traceSize: 240000
estQuantile: 0.9, Error percentile: 0, traceSize: 240000
estQuantile: 0.9, Error percentile: 0, traceSize: 240000
estQuantile: 0.9, Error percentile: 0, traceSize: 240000
estQuantile: 0.925763, Error percentile: 0.0257627, traceSize: 240000
estQuantile: 0.9, Error percentile: 0, traceSize: 240000
estQuantile: 0.92221, Error percentile: 0.02221, traceSize: 240000
estQuantile: 0.92959, Error percentile: 0.02959, traceSize: 240000
estQuantile: 0.915438, Error percentile: 0.0154383, traceSize: 240000
estQuantile: 0.910695, Error percentile: 0.010695, traceSize: 240000
estQuantile: 0.972155, Error percentile: 0.0721545, traceSize: 250000
estQuantile: 0.936854, Error percentile: 0.0368538, traceSize: 250000
estQuantile: 0.896003, Error percentile: 0.0039969, traceSize: 250000
estQuantile: 0.930406, Error percentile: 0.0304058, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 250000
estQuantile: 0.880782, Error percentile: 0.0192178, traceSize: 250000
estQuantile: 0.887176, Error percentile: 0.0128241, traceSize: 250000
estQuantile: 0.962613, Error percentile: 0.0626133, traceSize: 250000
estQuantile: 0.896847, Error percentile: 0.00315306, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 250000
estQuantile: 0.888178, Error percentile: 0.0118222, traceSize: 250000
estQuantile: 0.920565, Error percentile: 0.0205651, traceSize: 250000
estQuantile: 0.833889, Error percentile: 0.0661107, traceSize: 250000
estQuantile: 0.866155, Error percentile: 0.0338453, traceSize: 250000
estQuantile: 0.948305, Error percentile: 0.0483049, traceSize: 250000
estQuantile: 0.874237, Error percentile: 0.0257626, traceSize: 250000
estQuantile: 0.955624, Error percentile: 0.0556236, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 250000
estQuantile: 0.968594, Error percentile: 0.0685944, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 250000
estQuantile: 0.968703, Error percentile: 0.068703, traceSize: 250000
estQuantile: 0.918052, Error percentile: 0.0180518, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 250000
estQuantile: 0.925863, Error percentile: 0.0258632, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 250000
estQuantile: 0.917236, Error percentile: 0.0172357, traceSize: 250000
estQuantile: 0.92959, Error percentile: 0.02959, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 250000
estQuantile: 0.9, Error percentile: 0, traceSize: 260000
estQuantile: 0.93545, Error percentile: 0.0354505, traceSize: 260000
estQuantile: 0.896345, Error percentile: 0.003655, traceSize: 260000
estQuantile: 0.930477, Error percentile: 0.0304772, traceSize: 260000
estQuantile: 0.9, Error percentile: 0, traceSize: 260000
estQuantile: 0.883316, Error percentile: 0.0166837, traceSize: 260000
estQuantile: 0.894804, Error percentile: 0.00519564, traceSize: 260000
estQuantile: 0.962921, Error percentile: 0.0629213, traceSize: 260000
estQuantile: 0.89689, Error percentile: 0.00311, traceSize: 260000
estQuantile: 0.9, Error percentile: 0, traceSize: 260000
estQuantile: 0.9, Error percentile: 0, traceSize: 260000
estQuantile: 0.9, Error percentile: 0, traceSize: 260000
estQuantile: 0.9, Error percentile: 0, traceSize: 260000
estQuantile: 0.888178, Error percentile: 0.0118222, traceSize: 260000
estQuantile: 0.909673, Error percentile: 0.00967256, traceSize: 260000
estQuantile: 0.834055, Error percentile: 0.0659447, traceSize: 260000
estQuantile: 0.866155, Error percentile: 0.0338453, traceSize: 260000
estQuantile: 0.938687, Error percentile: 0.0386872, traceSize: 260000
estQuantile: 0.87429, Error percentile: 0.0257103, traceSize: 260000
estQuantile: 0.955528, Error percentile: 0.0555277, traceSize: 260000
estQuantile: 0.9, Error percentile: 0, traceSize: 260000
estQuantile: 0.97185, Error percentile: 0.0718503, traceSize: 260000
estQuantile: 0.9, Error percentile: 0, traceSize: 260000
estQuantile: 0.9, Error percentile: 0, traceSize: 260000
estQuantile: 0.968759, Error percentile: 0.0687594, traceSize: 260000
estQuantile: 0.9, Error percentile: 0, traceSize: 260000
estQuantile: 0.9, Error percentile: 0, traceSize: 260000
estQuantile: 0.9, Error percentile: 0, traceSize: 260000
estQuantile: 0.9, Error percentile: 0, traceSize: 260000
estQuantile: 0.9, Error percentile: 0, traceSize: 260000
estQuantile: 0.925901, Error percentile: 0.0259009, traceSize: 260000
estQuantile: 0.9, Error percentile: 0, traceSize: 260000
estQuantile: 0.918373, Error percentile: 0.0183728, traceSize: 260000
estQuantile: 0.929668, Error percentile: 0.0296684, traceSize: 260000
estQuantile: 0.924567, Error percentile: 0.0245666, traceSize: 260000
estQuantile: 0.9, Error percentile: 0, traceSize: 260000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.940006, Error percentile: 0.0400064, traceSize: 270000
estQuantile: 0.896425, Error percentile: 0.00357488, traceSize: 270000
estQuantile: 0.930477, Error percentile: 0.0304772, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.883412, Error percentile: 0.0165883, traceSize: 270000
estQuantile: 0.895508, Error percentile: 0.00449188, traceSize: 270000
estQuantile: 0.89689, Error percentile: 0.00311, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.888328, Error percentile: 0.0116717, traceSize: 270000
estQuantile: 0.910655, Error percentile: 0.010655, traceSize: 270000
estQuantile: 0.830779, Error percentile: 0.0692209, traceSize: 270000
estQuantile: 0.866155, Error percentile: 0.0338453, traceSize: 270000
estQuantile: 0.938731, Error percentile: 0.0387314, traceSize: 270000
estQuantile: 0.87429, Error percentile: 0.0257103, traceSize: 270000
estQuantile: 0.94821, Error percentile: 0.0482104, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.97185, Error percentile: 0.0718503, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.968825, Error percentile: 0.0688249, traceSize: 270000
estQuantile: 0.951874, Error percentile: 0.0518736, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.925901, Error percentile: 0.0259009, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.919479, Error percentile: 0.0194791, traceSize: 270000
estQuantile: 0.920906, Error percentile: 0.0209065, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 270000
estQuantile: 0.9, Error percentile: 0, traceSize: 280000
estQuantile: 0.940083, Error percentile: 0.0400833, traceSize: 280000
estQuantile: 0.896425, Error percentile: 0.00357488, traceSize: 280000
estQuantile: 0.931278, Error percentile: 0.0312784, traceSize: 280000
estQuantile: 0.9, Error percentile: 0, traceSize: 280000
estQuantile: 0.868997, Error percentile: 0.0310035, traceSize: 280000
estQuantile: 0.895097, Error percentile: 0.0049029, traceSize: 280000
estQuantile: 0.896944, Error percentile: 0.00305622, traceSize: 280000
estQuantile: 0.9, Error percentile: 0, traceSize: 280000
estQuantile: 0.9, Error percentile: 0, traceSize: 280000
estQuantile: 0.9, Error percentile: 0, traceSize: 280000
estQuantile: 0.9, Error percentile: 0, traceSize: 280000
estQuantile: 0.888105, Error percentile: 0.0118952, traceSize: 280000
estQuantile: 0.91035, Error percentile: 0.0103499, traceSize: 280000
estQuantile: 0.82125, Error percentile: 0.07875, traceSize: 280000
estQuantile: 0.866301, Error percentile: 0.0336986, traceSize: 280000
estQuantile: 0.93882, Error percentile: 0.0388196, traceSize: 280000
estQuantile: 0.87429, Error percentile: 0.0257103, traceSize: 280000
estQuantile: 0.9, Error percentile: 0, traceSize: 280000
estQuantile: 0.9, Error percentile: 0, traceSize: 280000
estQuantile: 0.97095, Error percentile: 0.0709501, traceSize: 280000
estQuantile: 0.9, Error percentile: 0, traceSize: 280000
estQuantile: 0.9, Error percentile: 0, traceSize: 280000
estQuantile: 0.90566, Error percentile: 0.00566038, traceSize: 280000
estQuantile: 0.946498, Error percentile: 0.0464977, traceSize: 280000
estQuantile: 0.9, Error percentile: 0, traceSize: 280000
estQuantile: 0.9, Error percentile: 0, traceSize: 280000
estQuantile: 0.9, Error percentile: 0, traceSize: 280000
estQuantile: 0.9, Error percentile: 0, traceSize: 280000
estQuantile: 0.925938, Error percentile: 0.0259385, traceSize: 280000
estQuantile: 0.916715, Error percentile: 0.0167149, traceSize: 280000
estQuantile: 0.919565, Error percentile: 0.0195646, traceSize: 280000
estQuantile: 0.919983, Error percentile: 0.0199831, traceSize: 280000
estQuantile: 0.926588, Error percentile: 0.0265881, traceSize: 280000
estQuantile: 0.9, Error percentile: 0, traceSize: 280000
estQuantile: 0.9, Error percentile: 0, traceSize: 290000
estQuantile: 0.94016, Error percentile: 0.04016, traceSize: 290000
estQuantile: 0.896485, Error percentile: 0.00351487, traceSize: 290000
estQuantile: 0.918326, Error percentile: 0.0183262, traceSize: 290000
estQuantile: 0.9, Error percentile: 0, traceSize: 290000
estQuantile: 0.869023, Error percentile: 0.0309767, traceSize: 290000
estQuantile: 0.879533, Error percentile: 0.0204671, traceSize: 290000
estQuantile: 0.89548, Error percentile: 0.00452022, traceSize: 290000
estQuantile: 0.896997, Error percentile: 0.0030025, traceSize: 290000
estQuantile: 0.9, Error percentile: 0, traceSize: 290000
estQuantile: 0.9, Error percentile: 0, traceSize: 290000
estQuantile: 0.9, Error percentile: 0, traceSize: 290000
estQuantile: 0.9, Error percentile: 0, traceSize: 290000
estQuantile: 0.888105, Error percentile: 0.0118952, traceSize: 290000
estQuantile: 0.904142, Error percentile: 0.00414229, traceSize: 290000
estQuantile: 0.82227, Error percentile: 0.0777295, traceSize: 290000
